vehicle_age,mileage,vehicle_type,engine_type,engine_temperature,rpm,engine_load,battery_voltage,oil_condition,brake_wear,tyre_pressure,service_count,distance_since_service,average_speed,hard_braking_events,hard_acceleration_events,driving_hours,overall_health_score,engine_failure,battery_failure,brake_failure,tyre_failure,maintenance_distance
3.3,47064.0,SUV,Petrol,97.3,2275.0,48.1,11.15,43.2,22.5,26.2,3,7845.0,41.6,7,4,1.0,27.2,0,1,0,1,1328.0
3.5,63127.0,Sedan,Diesel,114.5,2415.0,44.0,12.48,69.2,33.0,31.0,3,6900.0,55.0,2,2,7.1,37.2,1,0,0,0,1810.0
3.5,38006.0,Sedan,Hybrid,88.2,2126.0,28.8,11.97,30.4,72.6,30.6,2,11857.0,48.2,5,4,1.7,34.8,1,0,1,0,150.0
3.8,48474.0,Sedan,Petrol,88.8,2306.0,37.8,12.53,64.2,13.7,31.0,5,5468.0,25.0,5,7,5.2,76.9,0,0,0,0,5089.0
4.9,78948.0,Sedan,Petrol,106.3,3106.0,59.5,11.59,44.2,52.7,28.7,6,8830.0,64.5,1,3,1.4,14.3,1,1,0,1,494.0
3.0,27996.0,Sedan,Diesel,83.0,2433.0,46.5,12.04,100.0,46.4,33.6,2,1611.0,64.1,3,1,4.2,71.0,0,0,0,0,6339.0
2.0,17470.0,Hatchback,Petrol,111.7,2002.0,39.6,12.59,67.6,25.7,30.2,2,5523.0,37.6,2,2,2.8,38.4,1,0,0,0,2496.0
5.2,96290.0,SUV,Petrol,88.9,2467.0,60.6,12.81,90.2,24.9,32.3,7,467.0,51.6,1,4,7.0,84.3,0,0,0,0,9789.0
6.3,92463.0,Truck,Diesel,99.7,2444.0,44.7,12.41,51.7,24.2,29.7,9,7846.0,37.8,5,3,2.8,55.3,0,1,0,1,2010.0
2.7,24911.0,Truck,Diesel,92.9,2228.0,57.8,12.32,5.0,59.7,27.8,2,23322.0,40.0,6,3,7.4,27.7,1,1,0,1,150.0
10.7,190571.0,SUV,Diesel,90.7,2386.0,47.4,11.75,81.9,49.9,35.8,14,1654.0,43.6,6,1,2.5,51.1,0,1,0,0,4013.0
8.5,113535.0,Sedan,Diesel,94.1,2711.0,33.4,12.0,80.6,50.0,35.4,10,1355.0,59.4,5,3,5.0,56.8,0,1,0,0,4365.0
1.8,19325.0,SUV,Diesel,95.6,2898.0,52.9,11.85,75.9,35.0,25.0,2,4571.0,80.2,2,3,5.7,44.3,0,0,0,1,3204.0
1.1,13807.0,SUV,Petrol,96.4,2332.0,44.8,12.36,69.0,28.6,31.3,2,4243.0,46.2,1,0,2.7,70.7,0,0,0,0,5504.0
3.4,56882.0,Truck,Petrol,92.5,3185.0,56.9,12.53,67.8,35.6,33.5,4,4202.0,63.7,5,4,3.3,71.8,0,0,0,1,5313.0
4.5,57306.0,SUV,Petrol,91.4,2783.0,60.2,12.4,82.9,31.0,31.9,4,2630.0,63.2,3,4,1.1,79.3,0,0,0,0,7377.0
10.6,121895.0,Sedan,Petrol,92.1,2037.0,37.1,11.09,88.5,54.6,33.9,11,1367.0,25.0,5,3,3.9,41.4,0,1,0,1,3035.0
10.4,109207.0,Sedan,Diesel,91.3,2650.0,15.0,11.45,12.0,43.6,27.3,10,17055.0,32.6,5,6,5.3,8.0,1,1,0,0,150.0
5.6,90174.0,SUV,Hybrid,89.4,2977.0,45.6,12.8,70.6,24.5,30.4,7,3186.0,80.6,4,5,7.9,76.4,0,0,0,0,6891.0
3.0,31585.0,SUV,Electric,64.2,2357.0,39.0,12.95,100.0,71.3,33.7,3,3799.0,44.9,3,0,5.5,68.0,0,0,1,0,3318.0
7.3,81557.0,SUV,Diesel,90.7,2888.0,58.8,12.31,65.9,76.8,29.6,6,3957.0,58.3,5,3,3.7,48.8,0,1,1,0,1651.0
4.1,59082.0,SUV,Petrol,87.4,2906.0,44.8,12.59,82.4,47.2,31.7,5,1289.0,56.7,5,2,2.6,75.4,0,0,0,0,6519.0
1.5,32223.0,Coupe,Petrol,91.6,2040.0,36.0,12.25,87.6,58.5,33.1,4,1834.0,25.0,3,5,3.1,77.4,0,0,0,1,5061.0
1.6,24282.0,SUV,Hybrid,94.4,2788.0,62.9,12.38,100.0,49.9,30.1,5,484.0,42.5,3,1,2.8,76.6,0,0,0,0,6455.0
3.0,48248.0,Sedan,Diesel,85.7,2575.0,29.4,13.36,71.1,5.5,31.8,4,4871.0,62.2,2,1,6.0,87.4,0,1,0,1,6104.0
6.6,100504.0,Sedan,Diesel,90.4,2432.0,43.6,12.1,64.7,40.9,31.2,9,5652.0,38.9,7,4,7.0,57.9,0,1,0,0,4005.0
1.9,29352.0,Sedan,Hybrid,88.3,2198.0,32.2,13.11,92.5,55.5,31.4,3,1961.0,46.7,3,2,2.7,72.7,0,0,0,1,5093.0
3.0,55725.0,Sedan,Diesel,100.2,2543.0,34.7,13.14,76.1,14.0,31.5,5,3974.0,35.1,3,3,4.5,73.9,0,0,0,0,6116.0
8.4,101547.0,Sedan,Hybrid,91.9,2017.0,25.6,12.34,57.0,28.8,29.8,8,8034.0,40.2,6,2,3.0,61.5,0,1,0,0,2377.0
4.8,68044.0,Sedan,Petrol,97.7,2560.0,33.3,12.3,84.8,52.9,30.2,5,2351.0,44.6,5,2,1.0,61.7,0,0,1,0,4730.0
5.1,77276.0,Sedan,Diesel,92.5,2525.0,44.1,11.87,91.9,59.4,30.9,6,3374.0,26.0,3,0,1.3,54.9,0,1,0,0,3562.0
6.7,103248.0,Sedan,Hybrid,92.8,2587.0,27.2,12.45,47.9,23.4,30.5,8,8315.0,68.4,3,1,1.8,69.7,0,0,0,0,2735.0
3.0,58140.0,Hatchback,Petrol,112.7,2552.0,31.0,12.43,65.4,23.6,34.2,4,6304.0,32.6,1,2,3.0,44.5,1,0,0,0,2363.0
8.8,107181.0,Sedan,Diesel,90.6,2506.0,65.9,11.33,63.7,28.0,29.5,8,4986.0,49.6,3,2,3.8,39.6,0,1,0,0,2481.0
5.7,80266.0,SUV,Petrol,91.2,2176.0,59.1,12.14,14.3,70.5,27.0,7,13572.0,41.6,6,5,8.0,24.7,1,0,1,1,150.0
3.5,73629.0,SUV,Electric,61.0,2680.0,56.9,12.5,100.0,62.4,32.1,5,874.0,67.1,2,1,3.4,76.9,0,0,0,0,4751.0
7.9,113508.0,Coupe,Petrol,112.4,2305.0,32.9,12.37,49.5,49.7,35.1,10,5254.0,34.7,8,3,3.5,29.5,1,1,0,0,2110.0
5.5,33085.0,Sedan,Diesel,85.0,2607.0,52.1,12.3,52.3,55.7,28.5,2,8220.0,41.1,2,2,5.2,49.8,1,0,0,1,2170.0
3.8,53434.0,SUV,Petrol,108.7,2334.0,70.5,12.8,94.1,45.6,28.8,3,2501.0,33.3,7,5,1.4,48.6,1,0,0,0,4375.0
5.2,77894.0,Coupe,Diesel,86.7,2360.0,33.1,12.32,86.3,52.0,33.4,5,2605.0,25.0,1,3,3.8,68.3,1,0,0,1,5077.0
2.2,29712.0,Hatchback,Petrol,91.9,2380.0,53.2,12.4,73.8,55.1,31.9,3,4887.0,59.1,6,3,4.9,66.4,0,0,0,0,4813.0
7.3,95592.0,Hatchback,Petrol,92.8,2807.0,58.9,11.84,74.5,32.4,32.1,8,3110.0,52.5,5,6,2.5,61.5,1,1,0,1,5409.0
10.5,156410.0,Sedan,Diesel,97.2,2692.0,17.2,11.21,75.3,38.7,31.9,12,3984.0,55.1,2,5,3.2,39.5,0,1,0,0,3149.0
1.2,24622.0,Sedan,Electric,65.1,2708.0,51.5,12.48,100.0,40.6,27.3,1,8034.0,63.3,5,4,2.7,68.4,0,0,0,1,2751.0
2.6,36739.0,Truck,Petrol,90.4,2450.0,42.8,11.58,69.8,78.3,32.7,4,3433.0,53.5,6,0,2.5,45.5,0,0,0,0,2024.0
2.5,39710.0,Hatchback,Petrol,89.0,2322.0,54.7,12.62,99.6,67.2,36.0,4,581.0,45.8,1,1,3.6,71.3,0,0,0,0,3730.0
5.9,50197.0,SUV,Hybrid,94.4,2728.0,46.4,12.61,87.3,30.4,35.2,4,1036.0,55.6,5,5,6.0,76.3,0,0,0,0,8283.0
4.3,55226.0,SUV,Diesel,91.1,2605.0,64.9,13.13,70.2,46.2,33.4,6,4981.0,44.9,7,7,4.4,69.1,0,0,0,0,4828.0
2.9,47960.0,Sedan,Electric,57.0,2368.0,16.9,11.3,100.0,9.1,32.1,2,18179.0,67.6,2,0,6.8,52.0,0,1,0,0,150.0
3.2,38840.0,Truck,Petrol,92.1,2174.0,67.8,12.37,95.3,70.7,31.0,2,2584.0,46.9,2,3,2.5,65.4,0,0,0,0,3316.0
2.7,32313.0,Sedan,Diesel,84.1,2370.0,40.5,12.59,88.2,46.9,32.3,2,557.0,50.3,1,2,4.6,83.4,0,0,0,0,7147.0
5.5,63974.0,Sedan,Petrol,91.8,2587.0,55.9,12.29,40.2,29.9,27.1,6,11329.0,60.9,5,3,3.9,45.3,0,0,0,1,351.0
4.3,45390.0,SUV,Petrol,88.4,2155.0,45.0,12.1,50.2,17.0,34.3,5,10005.0,84.7,3,2,5.9,62.8,0,0,0,0,1521.0
3.1,57015.0,SUV,Diesel,90.2,2482.0,58.6,11.9,24.9,45.1,28.8,7,13715.0,37.7,6,5,4.8,34.9,1,0,0,1,150.0
2.8,15842.0,Sedan,Diesel,99.5,2815.0,57.0,12.45,76.5,26.3,33.2,2,4480.0,34.9,2,1,6.6,71.0,0,0,0,0,5227.0
7.9,75885.0,Sedan,Hybrid,89.6,2691.0,40.1,12.64,85.9,49.1,32.8,6,912.0,48.6,4,3,2.1,76.3,0,0,0,0,6336.0
7.2,113275.0,SUV,Petrol,94.7,2345.0,58.8,12.24,83.6,55.4,30.6,12,1440.0,41.5,2,2,8.1,62.3,0,0,0,0,4580.0
5.5,89775.0,Sedan,Petrol,95.7,2518.0,49.6,12.29,5.0,70.5,24.7,7,21386.0,61.8,6,4,2.5,11.8,1,0,1,1,150.0
6.7,59473.0,SUV,Petrol,115.5,2303.0,38.2,11.25,28.9,35.6,27.6,4,12998.0,54.8,3,6,2.3,8.0,1,1,0,1,150.0
1.5,26576.0,Sedan,Electric,62.5,2638.0,34.9,12.75,100.0,33.7,28.1,1,6466.0,36.3,1,4,4.5,67.0,0,0,0,0,3975.0
1.9,30677.0,SUV,Petrol,87.1,2836.0,68.9,12.58,89.8,60.3,28.1,3,746.0,62.5,3,4,1.0,71.3,0,0,0,1,4444.0
1.7,23345.0,SUV,Petrol,102.2,2516.0,29.0,12.04,95.4,45.9,33.7,2,848.0,77.9,1,2,3.2,61.2,0,0,0,0,5242.0
3.8,59626.0,Sedan,Petrol,86.8,2710.0,54.6,12.55,87.4,25.4,33.6,5,1715.0,40.8,1,4,1.9,87.6,0,0,0,0,8995.0
6.9,102137.0,Sedan,Diesel,104.0,2734.0,31.7,12.03,48.4,31.5,32.6,9,7389.0,56.6,1,1,1.6,39.4,1,1,0,0,1818.0
2.9,46751.0,Sedan,Petrol,90.1,1977.0,63.5,12.17,5.0,5.0,27.5,4,23830.0,25.0,2,1,1.9,36.5,1,0,0,1,150.0
7.4,113099.0,Sedan,Electric,62.1,2469.0,46.4,10.8,100.0,27.4,29.2,8,6029.0,46.8,0,4,2.4,38.4,0,1,0,0,2166.0
2.6,31750.0,Coupe,Petrol,93.7,2583.0,29.2,12.41,28.6,50.1,33.5,4,12232.0,56.3,4,1,1.9,52.2,1,0,0,0,367.0
3.5,45671.0,Sedan,Hybrid,89.5,2763.0,53.8,12.21,34.3,6.8,31.7,3,9838.0,50.0,0,5,1.5,63.2,0,0,0,1,1318.0
2.9,39318.0,Hatchback,Petrol,90.0,2215.0,56.0,12.32,77.5,55.7,33.0,4,2376.0,53.6,1,1,2.4,74.2,0,0,0,0,5102.0
3.4,55887.0,Sedan,Diesel,85.2,2840.0,52.5,12.05,62.4,22.3,32.4,4,6086.0,41.1,9,9,1.2,73.4,0,0,0,0,4160.0
3.6,68079.0,Truck,Electric,82.7,2830.0,49.8,11.57,100.0,53.0,26.9,5,8388.0,69.6,5,4,4.6,46.0,0,0,0,1,1696.0
1.0,20358.0,Truck,Petrol,91.1,2678.0,70.1,12.37,76.9,40.1,31.5,1,2928.0,46.3,2,1,2.3,73.9,0,0,0,0,6509.0
4.7,68937.0,SUV,Electric,64.0,2633.0,44.9,11.02,100.0,49.1,33.3,6,6533.0,34.8,4,5,1.5,44.7,0,1,0,0,2317.0
3.5,48399.0,SUV,Diesel,93.0,2567.0,67.3,11.81,87.2,28.8,30.4,5,1301.0,51.5,6,3,5.0,67.8,0,1,0,1,7206.0
8.8,163723.0,SUV,Electric,57.7,2853.0,23.9,12.76,100.0,56.5,28.8,13,10886.0,64.9,0,1,4.6,60.5,0,1,0,0,981.0
5.3,84387.0,Sedan,Diesel,93.9,2230.0,41.0,11.78,68.7,70.2,30.0,7,2819.0,59.8,3,2,1.8,43.1,0,1,0,0,1988.0
4.6,44900.0,Hatchback,Petrol,94.0,2514.0,36.1,12.45,80.3,71.0,36.2,3,2762.0,44.8,7,6,9.4,59.1,0,0,0,0,3008.0
8.5,92487.0,Hatchback,Petrol,94.4,2613.0,23.9,12.41,38.7,18.3,34.9,7,8899.0,76.8,4,3,8.6,63.6,1,1,0,0,1946.0
8.0,167179.0,Coupe,Petrol,98.2,2453.0,56.9,12.07,33.7,64.4,28.1,14,10375.0,51.0,6,4,5.2,23.3,1,0,0,0,150.0
9.0,98615.0,Sedan,Petrol,110.6,2084.0,15.0,11.55,45.0,17.5,35.2,10,8912.0,28.0,3,2,6.6,17.0,1,1,0,1,851.0
2.7,41411.0,Truck,Petrol,87.7,2298.0,70.2,12.61,93.4,81.5,31.0,4,3029.0,60.3,4,2,1.5,68.2,0,0,1,0,1964.0
1.7,19811.0,Hatchback,Petrol,107.4,2774.0,22.0,12.77,5.0,36.3,27.5,1,16857.0,50.1,5,3,4.3,20.5,1,0,0,1,150.0
1.0,10491.0,Sedan,Petrol,89.9,2780.0,53.8,12.72,71.0,10.5,30.5,3,6277.0,51.0,3,4,3.0,80.3,0,0,0,0,4407.0
6.7,86822.0,Sedan,Hybrid,108.6,2736.0,34.2,12.15,76.9,68.3,33.9,7,3296.0,64.4,4,7,4.3,33.3,1,1,0,0,1651.0
0.9,22382.0,Truck,Petrol,81.4,1846.0,29.4,12.37,88.2,46.1,27.2,2,3166.0,48.3,2,1,4.8,68.5,0,0,0,0,5928.0
4.3,57221.0,SUV,Petrol,92.4,2339.0,48.2,13.08,100.0,29.5,36.9,6,934.0,47.9,5,2,4.9,80.5,0,0,0,0,8860.0
1.3,20359.0,Hatchback,Diesel,91.6,2292.0,46.4,12.88,89.0,40.5,32.2,1,1589.0,34.5,4,2,1.9,81.0,0,0,0,1,7759.0
7.3,106760.0,Sedan,Petrol,99.2,2719.0,28.0,11.99,51.0,35.3,28.3,9,7290.0,44.6,1,1,10.0,38.5,0,1,0,0,1589.0
5.1,88542.0,Truck,Petrol,98.9,2369.0,55.9,12.44,79.0,80.1,30.3,8,2855.0,55.4,2,1,3.4,50.6,0,1,1,0,1673.0
7.2,114393.0,Sedan,Petrol,94.2,2840.0,51.1,11.33,66.2,51.5,30.2,10,2339.0,43.8,7,6,1.4,40.1,0,1,0,1,2878.0
4.4,61443.0,Sedan,Electric,68.5,2377.0,62.3,12.35,100.0,50.0,31.1,5,433.0,28.6,9,8,5.6,73.0,0,0,0,0,5957.0
2.0,31147.0,Sedan,Hybrid,88.2,2810.0,41.2,13.08,24.1,67.1,32.1,4,12470.0,61.1,6,3,2.0,49.3,1,0,1,0,150.0
2.9,48323.0,Hatchback,Petrol,92.3,2787.0,52.8,12.39,80.2,5.0,29.6,4,2462.0,61.7,0,1,3.4,83.0,0,0,0,0,8012.0
6.3,75442.0,Truck,Diesel,109.8,2821.0,64.6,12.25,77.0,57.5,30.4,6,2785.0,61.8,4,3,2.7,35.1,1,1,0,1,2519.0
1.2,9424.0,SUV,Diesel,92.1,2074.0,51.7,12.79,5.0,28.6,26.3,1,24000.0,39.0,3,1,4.4,35.3,1,1,0,0,301.0
2.7,50706.0,SUV,Diesel,88.4,2555.0,69.8,12.1,71.7,24.9,35.5,3,4633.0,51.7,3,5,6.6,65.8,0,0,0,0,4905.0
2.5,35846.0,Hatchback,Diesel,93.2,2792.0,51.9,12.26,65.6,58.1,30.2,1,5404.0,55.4,7,4,3.8,55.2,0,0,0,1,3432.0
3.6,58183.0,SUV,Diesel,86.0,2444.0,55.6,12.91,88.3,44.2,34.0,6,795.0,60.3,5,7,2.4,75.1,0,0,1,0,6768.0
5.4,46682.0,Hatchback,Petrol,103.6,2905.0,49.8,12.31,67.0,13.2,34.7,4,5009.0,60.6,6,4,8.8,60.6,0,0,0,1,4196.0
7.1,50290.0,SUV,Petrol,97.3,1883.0,55.3,11.96,84.2,28.3,34.1,4,4006.0,32.2,4,0,7.3,63.7,0,1,0,0,5128.0
1.5,25118.0,SUV,Diesel,96.8,2465.0,60.2,12.55,20.9,46.4,29.8,3,13669.0,76.1,1,2,10.0,40.9,1,0,0,0,150.0
2.1,25186.0,SUV,Hybrid,86.4,2313.0,78.6,12.51,76.2,72.6,36.2,2,5210.0,35.1,8,5,2.2,59.0,0,0,1,0,2462.0
1.6,21398.0,Sedan,Diesel,97.8,2159.0,31.5,12.95,21.8,41.3,29.4,2,13621.0,29.2,6,4,1.5,46.0,0,0,0,0,250.0
3.7,62329.0,Truck,Hybrid,92.6,2190.0,55.9,12.77,24.4,43.3,32.2,4,9537.0,25.0,4,1,1.0,52.5,1,0,0,0,1443.0
1.7,30379.0,SUV,Electric,61.7,2788.0,55.6,12.55,100.0,61.0,30.4,2,483.0,61.8,2,4,1.2,73.2,0,0,0,0,4534.0
4.7,88431.0,Sedan,Petrol,98.9,2820.0,49.9,12.93,5.0,72.7,20.0,7,23887.0,72.3,5,3,2.7,8.0,1,1,1,1,150.0
7.7,89188.0,Hatchback,Diesel,94.0,2206.0,35.0,12.66,95.0,74.8,33.1,8,894.0,43.1,6,3,4.0,69.5,0,0,1,1,2855.0
1.1,14158.0,SUV,Diesel,91.3,2564.0,47.6,12.63,93.1,41.6,36.8,1,632.0,27.2,2,3,1.9,75.8,0,0,0,1,7024.0
2.2,29675.0,SUV,Electric,65.7,2767.0,54.4,12.16,100.0,55.9,33.0,3,2813.0,64.2,2,4,1.4,70.0,0,0,0,1,4794.0
9.0,60282.0,Hatchback,Electric,55.7,2573.0,46.1,12.79,100.0,29.4,32.2,5,3988.0,33.8,4,3,4.4,77.0,0,1,0,0,6350.0
4.3,57908.0,SUV,Diesel,92.4,2045.0,48.1,12.03,88.7,30.8,30.7,4,2043.0,60.7,1,2,6.4,73.9,0,0,0,0,7626.0
2.7,47638.0,Sedan,Petrol,95.7,3123.0,18.9,12.01,64.8,51.3,30.4,4,4869.0,39.1,21,16,1.0,53.8,0,0,1,1,4027.0
14.3,182232.0,Hatchback,Hybrid,111.4,2343.0,29.0,11.72,5.0,10.5,26.8,16,22759.0,45.9,3,3,1.0,8.0,1,1,0,1,150.0
3.2,52179.0,SUV,Petrol,95.6,2758.0,70.6,11.94,60.6,20.5,33.4,4,5670.0,56.5,4,2,3.3,64.4,0,0,0,0,3913.0
5.3,63353.0,Sedan,Hybrid,93.8,3061.0,59.0,11.94,97.0,38.8,39.6,5,1170.0,56.6,3,3,4.9,59.1,0,1,0,1,5765.0
2.2,40500.0,Sedan,Electric,59.9,2195.0,32.8,12.07,100.0,62.7,26.1,3,16189.0,53.5,3,1,1.6,47.2,0,0,1,1,150.0
2.0,28132.0,Truck,Petrol,99.3,3066.0,76.8,12.49,94.7,60.9,32.4,3,1158.0,72.6,2,4,1.1,72.6,0,0,0,0,4680.0
5.5,104977.0,SUV,Diesel,109.2,2697.0,50.5,12.08,63.6,40.0,31.4,10,4375.0,76.0,3,3,6.1,34.9,1,1,0,0,2618.0
9.5,125108.0,SUV,Petrol,85.0,2257.0,33.6,12.4,63.8,68.5,35.3,10,4426.0,77.1,3,0,3.3,57.0,0,1,1,0,2748.0
2.8,36879.0,Hatchback,Petrol,88.4,2761.0,36.7,12.72,48.4,52.1,29.3,4,8868.0,49.5,3,3,1.7,57.5,0,0,0,0,2014.0
1.9,37829.0,Truck,Petrol,87.4,3032.0,63.1,12.94,43.5,62.4,25.0,2,7800.0,53.5,1,3,9.2,43.8,0,0,0,1,1966.0
6.6,83270.0,Sedan,Hybrid,92.3,3408.0,35.2,12.48,63.7,53.2,33.0,7,6629.0,71.3,1,5,5.1,66.5,0,0,0,0,3614.0
2.8,31896.0,Sedan,Electric,67.4,2660.0,50.0,12.65,100.0,59.6,26.2,3,6979.0,42.9,7,6,3.0,62.6,0,0,0,1,3101.0
4.7,56537.0,Sedan,Electric,70.2,2171.0,44.4,11.37,100.0,17.2,32.3,4,9690.0,46.0,3,4,5.8,57.3,0,1,0,0,1411.0
2.8,49488.0,Truck,Petrol,97.8,2466.0,50.2,11.55,82.7,27.9,24.5,4,1629.0,52.3,5,2,1.0,45.8,0,1,0,1,4925.0
3.1,51546.0,Sedan,Hybrid,95.8,2753.0,53.7,12.4,5.0,38.9,27.3,3,24000.0,51.7,9,8,2.4,31.1,1,0,1,0,150.0
2.1,25325.0,SUV,Diesel,80.8,2740.0,68.3,11.64,73.9,43.9,31.5,2,5527.0,48.0,1,2,2.1,59.5,0,1,0,1,3685.0
5.6,92768.0,Truck,Petrol,117.8,2306.0,55.0,11.35,46.6,25.8,32.4,8,8709.0,38.9,2,1,2.7,9.4,1,1,0,1,150.0
4.8,77042.0,Hatchback,Petrol,106.3,2094.0,45.9,11.74,62.7,46.4,28.0,7,6022.0,64.0,2,1,7.4,18.7,1,1,0,1,1059.0
4.7,70502.0,Sedan,Petrol,93.6,2697.0,23.7,12.6,23.6,36.1,31.1,5,13938.0,46.6,4,4,8.2,50.5,1,0,0,0,150.0
2.4,50506.0,Hatchback,Electric,76.1,2693.0,58.7,12.31,100.0,7.5,31.6,3,6152.0,54.2,3,5,3.8,84.5,0,0,0,0,5257.0
4.6,94210.0,Sedan,Diesel,102.6,2694.0,32.4,12.22,82.9,5.0,32.7,8,1053.0,51.9,1,1,2.2,69.9,0,0,0,0,7474.0
10.2,117009.0,Hatchback,Diesel,93.2,2645.0,28.5,11.93,16.7,35.4,24.7,8,13850.0,61.5,1,1,1.3,21.5,1,1,0,1,150.0
1.9,40100.0,Sedan,Petrol,115.0,2763.0,50.2,12.25,97.0,66.1,35.0,4,1102.0,58.4,3,2,7.6,33.9,1,0,1,1,1855.0
2.3,34280.0,SUV,Diesel,95.8,2564.0,50.6,11.36,62.1,67.4,31.9,4,5193.0,48.4,5,4,4.5,35.9,0,1,1,1,1906.0
2.3,32604.0,Truck,Petrol,85.5,2695.0,48.5,12.77,91.6,78.0,30.9,4,1865.0,46.2,6,6,1.9,67.5,0,0,1,1,2368.0
4.0,42856.0,Sedan,Petrol,95.8,2219.0,35.3,12.0,83.9,72.6,34.3,4,1238.0,50.4,2,1,2.1,55.6,0,1,0,0,2422.0
1.8,11601.0,Sedan,Diesel,90.6,2597.0,28.2,12.48,93.4,26.0,29.8,1,1248.0,36.5,4,6,3.7,83.6,0,0,0,0,9331.0
5.1,81326.0,Truck,Petrol,107.5,2422.0,46.7,13.07,22.0,77.0,32.5,6,13459.0,40.7,6,4,1.0,21.6,1,0,1,0,150.0
1.0,12658.0,Truck,Hybrid,94.8,2815.0,67.5,12.27,80.3,31.7,30.5,1,3158.0,59.4,4,4,2.9,73.6,0,0,0,0,6305.0
6.0,127480.0,SUV,Petrol,85.5,2269.0,67.6,12.28,67.8,68.1,33.0,10,3230.0,56.2,2,2,1.8,62.1,0,1,0,0,3100.0
4.7,55674.0,Truck,Diesel,95.3,2657.0,53.6,12.64,58.0,27.7,29.9,3,7914.0,38.5,2,1,5.9,63.0,0,0,0,0,2663.0
10.1,89546.0,SUV,Petrol,90.9,2601.0,46.2,12.88,32.8,87.6,26.6,6,11985.0,50.3,5,3,3.6,31.2,0,1,1,1,311.0
2.0,11664.0,Sedan,Diesel,91.1,2539.0,46.2,13.01,30.7,44.6,29.0,1,11526.0,30.1,11,4,2.2,52.8,0,0,1,1,408.0
6.8,134482.0,Sedan,Petrol,82.5,2493.0,16.0,11.38,59.1,68.9,31.9,11,7181.0,53.9,3,1,1.7,29.5,0,1,1,0,1440.0
3.5,44860.0,Sedan,Petrol,95.1,2698.0,55.3,11.53,52.8,76.2,30.2,3,8623.0,47.3,2,4,8.9,27.5,0,1,1,0,878.0
3.1,54766.0,Hatchback,Electric,61.6,2304.0,38.8,12.34,100.0,22.5,30.5,4,6618.0,81.3,1,2,7.9,82.6,0,0,0,0,4511.0
1.9,30483.0,SUV,Petrol,89.6,2631.0,42.0,12.85,26.7,64.6,32.7,3,11989.0,60.2,5,3,1.0,48.1,0,0,1,0,150.0
2.8,24052.0,SUV,Hybrid,87.8,2156.0,71.4,12.39,77.8,59.9,30.8,4,3147.0,38.7,1,2,8.3,63.7,0,0,0,0,3917.0
2.9,65172.0,SUV,Electric,56.7,2262.0,54.1,13.02,100.0,44.4,36.5,5,2167.0,38.5,2,2,1.5,74.7,0,0,0,0,6725.0
1.3,15573.0,Hatchback,Petrol,92.9,2918.0,35.3,11.82,96.7,33.1,33.1,1,1823.0,60.9,4,3,4.1,71.3,0,0,0,1,7145.0
4.6,57890.0,Sedan,Petrol,91.5,2307.0,65.0,12.57,61.5,22.8,31.4,4,6415.0,64.3,1,3,3.7,68.0,0,0,0,0,3708.0
4.3,74642.0,SUV,Diesel,87.5,3101.0,48.9,12.63,77.8,61.9,32.8,6,2159.0,78.0,3,4,1.3,68.7,0,0,0,0,4499.0
5.3,77353.0,SUV,Electric,66.0,2824.0,62.6,11.44,100.0,53.7,32.4,7,1305.0,68.2,2,2,5.3,55.4,0,1,0,0,4426.0
2.6,32910.0,SUV,Electric,63.5,3050.0,64.3,10.88,100.0,68.2,24.6,3,22098.0,58.7,5,5,1.7,8.0,0,1,1,1,150.0
6.1,127197.0,Sedan,Diesel,109.0,2189.0,28.6,12.75,79.7,49.0,34.9,10,3487.0,71.9,0,1,3.7,41.1,0,0,0,0,3234.0
7.9,71596.0,Hatchback,Hybrid,86.7,2673.0,37.9,11.46,23.4,44.7,24.5,6,14994.0,53.0,3,2,10.0,13.4,1,1,1,1,308.0
3.3,49671.0,Hatchback,Petrol,88.6,2627.0,37.4,12.68,41.5,18.3,25.9,3,8322.0,52.4,3,3,2.7,55.3,0,0,0,1,2002.0
2.0,31013.0,SUV,Electric,50.2,2387.0,34.0,13.05,100.0,66.4,34.7,3,3185.0,35.0,3,4,3.1,70.3,0,0,0,0,3968.0
3.9,56220.0,Truck,Electric,53.3,3218.0,31.6,12.26,100.0,38.9,28.2,6,1396.0,73.1,5,4,3.0,68.6,0,0,0,1,6717.0
3.8,32307.0,Hatchback,Petrol,92.5,1965.0,15.0,12.97,24.4,51.5,35.8,4,12376.0,53.9,1,1,1.9,46.8,1,0,0,0,289.0
3.4,56829.0,Truck,Petrol,95.4,2528.0,48.2,12.67,17.3,26.3,29.5,5,14842.0,50.6,4,2,1.0,50.0,1,0,0,0,150.0
5.3,61517.0,Sedan,Petrol,98.7,2591.0,26.9,12.15,97.2,28.6,36.7,5,1712.0,40.9,3,1,2.8,66.7,0,0,0,0,6839.0
3.0,29067.0,SUV,Petrol,86.9,2449.0,44.8,12.57,63.2,59.9,33.0,3,6836.0,69.2,6,5,1.1,67.7,0,0,0,0,3478.0
1.9,25293.0,SUV,Hybrid,100.2,2873.0,49.4,12.45,93.0,47.7,29.0,1,5779.0,65.8,4,3,4.9,61.3,0,0,0,0,3776.0
4.1,90118.0,SUV,Petrol,91.3,2669.0,57.6,12.45,5.0,22.1,25.9,9,17533.0,39.4,6,7,2.8,39.6,1,0,1,1,150.0
